length,org:resource|first|literal,trace:case_type|first|literal,trace:SUMleges|first|continuous,trace:Responsible_actor|first|literal,monitoringResource|first|literal,Label,Case_ID
76,560458,557669,3985.8474,560458,560458,0,IZ
40,560532,557669,-8384.015,560458,560458,0,Kh
59,560530,557669,758.7,560458,560458,0,Iw
73,560532,557669,219.18,560521,560458,0,LY
50,560532,557669,1122.876,560458,560458,0,JD
54,560530,557669,2613.3,560458,560458,0,K3
13,22445896,557669,0.0,560519,22445896,1,Hx
27,560532,557669,0.0,560519,560532,1,HK
41,560532,557669,185.46,560521,560521,1,M4
83,560532,557669,0.0,4634935,4634935,1,Ba
55,560532,557669,128.136,560521,560521,1,Fz
45,560532,557669,303.48,560521,560532,1,G4
91,560530,557669,4787.599,560521,560458,1,B3
53,560532,557669,8327.154,560521,560532,1,F3
59,560530,557669,148.368,560530,560530,1,Eh
61,560530,557669,3314.0017,560521,560530,1,Dd
77,560532,557669,0.0,4634935,560458,1,Mi
54,560519,557669,2217.09,560519,560519,1,Bg
82,560532,557669,0.0,4634935,560532,1,Fl
64,22445896,557669,-288.7275,560521,560521,1,Gc
88,560532,557669,2103.285,560458,560521,1,BR
60,560521,557669,0.0,560521,560532,1,Cu
61,560530,557669,403.2912,560519,560530,1,EG
44,560532,557669,144.996,560521,560532,1,FA
61,560530,557669,451.35062,560519,560530,1,EA
52,560458,557669,0.0,560521,560521,1,j
53,22445896,557669,1160.811,560521,22445896,1,Gb
48,560530,557669,164.93295,560519,560458,1,MD
56,560530,557669,0.0,560458,560458,1,6
70,560532,557669,0.0,560458,560532,1,E0
55,560532,557669,129.822,560519,560532,1,Gr
55,560532,557669,129.822,560519,560519,1,F0
55,22445896,557669,148.368,560519,22445896,1,GY
40,560532,557669,3831.8818,560519,560519,1,T
76,560532,557669,3534.5725,560521,560458,1,MQ
55,560532,557669,161.856,560519,560519,1,GD
54,560530,557669,0.0,560521,560521,1,s
57,560458,557669,0.0,560521,560521,1,BW
6,560530,557669,4787.599,560521,560521,1,B2
91,560598,557669,1036.89,560519,560598,1,BA
61,560530,557669,0.0,560530,560521,1,CE
53,560532,557669,128.136,560519,560519,1,GE
55,560532,557669,11287.349,560521,560532,1,GI
40,560532,557669,86.4075,560521,560521,1,ND
46,560532,557669,6205.289,560521,560521,1,F
61,560532,557669,0.0,560530,560530,1,Dx
44,560530,557669,4869.1597,560521,560458,1,MO
54,560532,557669,4440.6543,560521,560521,1,Bp
61,560530,557669,85.986,560519,560519,1,
80,560530,557669,7251.9077,560519,560530,1,CY
64,560532,557669,1612.2375,560519,560532,1,Bl
59,560532,557669,736.4448,560521,560532,1,Dw
44,560530,557669,287.0415,560521,560458,1,Mo
59,560532,557669,144.996,560519,560532,1,FR
60,560530,557669,0.0,560530,560530,1,Ez
15,560532,557669,0.0,560458,560458,1,Kf
6,560530,557669,0.0,560521,560530,1,Cn
117,560458,557669,14878.537,560458,4634935,1,Nd
63,560519,557669,324.05762,560519,560519,1,Y
59,560532,557669,151.74,560521,560521,1,Et
36,22445896,557669,70.812,560519,560519,1,Hj
59,560530,557669,0.0,560530,560530,1,DY
60,560532,557669,1593.27,560519,560519,1,Ey
85,560530,557669,465.7575,560521,560521,1,CO
74,560530,557669,1649.1104,560519,560530,1,Dr
88,560530,557669,2539.3943,560519,560530,1,EU
64,560532,557669,0.0,560458,560532,1,Er
53,22445896,557669,129.822,560521,560521,1,GV
61,560532,557669,0.0,560530,560530,1,D5
16,560532,557669,0.0,560521,560521,1,NF
37,560532,557669,2326.68,560519,4634935,1,GB
24,560532,557669,0.0,4634935,560532,1,Hd
58,560532,557669,0.0,560519,560532,1,Db
57,22445896,557669,3712.9934,560519,22445896,1,Gm
53,560532,557669,63.225,560458,560458,1,Bf
54,560532,557669,4682.848,560519,560532,1,Bj
48,560532,557669,419.814,560519,560519,1,Nk
86,560532,557669,0.0,4634935,4634935,1,Ne
46,22445896,557669,737.625,560521,560521,1,Hm
61,560532,557669,418.128,560521,560532,1,Es
51,560532,557669,129.822,560521,560521,1,Gu
53,22445896,557669,9114.727,560519,560519,1,Gk
61,560530,557669,4329.8,560519,560530,1,ET
68,560532,557669,2071.6726,560519,560532,1,F5
106,560532,557669,0.0,560458,560530,1,Cg
58,560530,557669,63.225,560519,560519,1,Br
13,560532,557669,0.0,560521,560458,1,Mm
14,560532,557669,0.0,4634935,4634935,1,W
63,560530,557669,0.0,560530,560530,1,C0
43,560532,557669,5744.7754,560521,560458,1,Mj
64,560530,557669,60.48525,560519,560521,1,By
59,560532,557669,27.5661,560530,560532,1,D8
13,560532,557669,0.0,560519,560532,1,Hp
52,560458,557669,7207.65,560521,560521,1,Z
59,560530,557669,129.822,560530,560530,1,FZ
45,560532,557669,4910.475,560521,560532,1,HV
59,560530,557669,0.0,560530,560530,1,FD
85,560458,557669,10563.582,560521,560521,1,NX
47,22445896,557669,943.7385,560519,22445896,1,G8
72,560458,557669,396.21,560521,560521,1,NG
55,22445896,557669,129.822,560519,560519,1,Ga
53,22445896,557669,5654.4224,560521,560521,1,GQ
38,560532,557669,65.6697,560521,560521,1,N
48,560532,557669,4309.8374,560521,560532,1,HI
64,560532,557669,112.32975,560519,560532,1,BM
14,560532,557669,0.0,560521,560521,1,M7
53,560532,557669,144.996,560521,560532,1,GL
82,560532,557669,1707.4965,560458,560458,1,M
59,560530,557669,148.368,560530,560530,1,EV
52,560532,557669,145.2489,560519,560458,1,e
63,560521,557669,60.48525,560521,560521,1,Q
56,22445896,557669,0.0,560519,560519,1,G9
79,560532,557669,1031.832,560521,560532,1,Fn
53,560521,557669,219.18,560521,560521,1,EC
44,22445896,557669,70.812,560521,560521,1,Hi
57,560532,557669,0.0,560521,560521,1,Fx
58,560532,557669,2437.2815,560519,560532,1,DG
95,560532,557669,19857.076,560521,560521,1,0
63,560530,557669,63.225,560521,560530,1,Cy
54,560532,557669,4327.3633,560521,560458,1,Mg
20,560532,557669,0.0,560521,560521,1,1
23,560532,557669,0.0,560519,560532,1,HO
59,560532,557669,0.0,560530,560530,1,Du
93,560532,557669,2785.4827,560521,560532,1,FE
60,560530,557669,14699.8125,560519,560530,1,Fb
29,560532,557669,0.0,4634935,4634935,1,BZ
60,560532,557669,1446.217,560521,560532,1,Ch
80,560532,557669,0.0,4634935,560458,1,Mp
106,560532,557669,0.0,4634935,560532,1,E5
12,22445896,557669,0.0,560519,560519,1,Hw
19,560530,557669,0.0,560521,560521,1,S
17,560532,557669,0.0,560458,560458,1,Lw
59,560530,557669,0.0,560530,560530,1,ES
45,560532,557669,603.1665,560521,560532,1,G6
62,560532,557669,182.088,560519,560532,1,Cd
45,560532,557669,3717.63,560521,560532,1,HL
12,560532,557669,0.0,560521,560521,1,Hu
57,560530,557669,9895.101,560521,560521,1,Dt
7,560532,557669,0.0,4634935,560532,1,FN
48,560532,557669,3006.8967,560521,560521,1,d
59,560532,557669,0.0,560530,560530,1,D7
59,560532,557669,80.21988,560521,560532,1,C2
47,22445896,557669,144.996,560519,22445896,1,G5
53,560532,557669,144.996,560521,560532,1,Gp
66,560532,557669,67.8615,560458,560521,1,FP
55,560532,557669,144.996,560519,560532,1,Fs
102,560532,557669,0.0,4634935,4634935,1,CL
58,560530,557669,148.368,560530,560530,1,Df
12,560532,557669,0.0,560521,560521,1,Hv
73,560458,557669,0.0,4634935,4634935,1,z
61,560532,557669,350.688,560521,560530,1,Da
84,560532,557669,0.0,4634935,4634935,1,NW
42,560532,557669,1168.8363,560519,560519,1,NZ
44,560532,557669,1053.75,560521,560458,1,MJ
13,560530,557669,0.0,560521,560530,1,DO
97,560532,557669,0.0,4634935,560530,1,Ci
11,560532,557669,0.0,560521,560532,1,Ho
59,560532,557669,1824.6735,560521,560532,1,FH
59,560530,557669,0.0,560530,560530,1,En
73,560532,557669,345.63,560519,560519,1,BO
52,560458,557669,0.0,560458,560521,1,BJ
107,560458,557669,21132.914,4634935,4634935,1,NH
44,560532,557669,210.62355,560458,560458,1,L7
22,22445896,557669,0.0,560519,560458,1,HC
39,560532,557669,4760.716,560521,560521,1,M9
75,560532,557669,2405.5005,560519,560532,1,E4
41,560532,557669,51.8445,560521,560521,1,NE
88,560532,557669,0.0,560521,4634935,1,Bz
32,560530,557669,0.0,560519,560519,1,C3
88,560532,557669,0.0,560458,560532,1,Bv
64,560530,557669,701.376,560521,560521,1,Cb
52,560530,557669,0.0,560458,560458,1,BG
20,560532,557669,0.0,560521,560532,1,HW
81,560532,557669,289.992,560521,560521,1,GA
55,22445896,557669,129.822,560519,22445896,1,Gy
13,22445896,557669,0.0,560521,22445896,1,Hy
51,560530,557669,355.5774,560521,560530,1,H
53,560532,557669,129.822,560521,560521,1,Gv
24,560532,557669,0.0,560521,560521,1,He
53,560532,557669,493.155,560521,560532,1,Fu
58,560530,557669,0.0,560519,560530,1,Fe
58,560530,557669,4224.5767,560519,560519,1,Bw
59,560532,557669,182.088,560521,560532,1,Ej
45,560530,557669,0.0,560458,560458,0,L0
18,560532,557669,0.0,560458,560458,0,KE
59,560532,557669,84.3,560458,560532,0,IF
39,560458,557669,843.0,560458,560458,0,Io
46,560530,557669,84.3,560458,560458,0,JW
44,560532,557669,2357.7446,560458,560458,0,JY
53,560532,557669,6099.1387,560519,560458,0,Ly
44,560532,557669,0.0,560458,560458,0,Jf
47,560530,557669,2781.9,560458,560458,0,Lg
44,560458,557669,142.0455,560458,560458,0,JN
58,560530,557669,257.1993,560458,560458,0,K0
70,560458,557669,4437.552,560458,560458,0,IW
53,560530,557669,210.62355,560458,560458,0,Kj
80,560458,557669,0.0,4634935,560458,0,J7
8,560458,557669,5215.472,560458,560458,0,Kl
67,560532,557669,168.6,560519,560458,0,Lo
1,4634935,557669,0.0,4634935,560429,0,E8
59,560532,557669,84.3,560458,560532,0,IJ
39,560532,557669,0.0,560458,560458,0,Kz
46,560532,557669,164.93295,560458,560458,0,J9
43,560532,557669,27.819,560458,560458,0,Kx
78,560458,557669,0.0,560458,560458,0,I9
45,560532,557669,927.3,560458,560458,0,LO
74,560532,557669,276.504,4634935,560458,0,Kc
46,560530,557669,0.0,560458,560458,0,I8
40,560532,557669,257.1993,560458,560458,0,Lm
44,560458,557669,0.0,560458,560458,0,If
49,560530,557669,169.8645,560458,560530,0,IT
68,560458,557669,84.3,560458,560458,0,IS
57,560458,557669,84.3,560458,560458,0,K7
48,560530,557669,95.259,560458,560458,0,Lb
72,560532,557669,4639.914,560458,560458,0,IV
55,560530,557669,843.0,560458,560458,0,K2
38,560532,557669,0.0,560458,560458,0,KU
56,560530,557669,4588.7104,560458,560458,0,Ih
44,560530,557669,4379.006,560458,560458,0,JS
31,560458,557669,42.15,560458,560458,0,IO
34,560530,557669,0.0,560458,560458,0,Ia
44,560532,557669,164.93295,560458,560458,0,Ld
47,560530,557669,1767.771,560458,560458,0,L2
46,560530,557669,95.259,560458,560458,0,KC
80,560458,557669,0.0,4634935,560458,0,JX
47,560458,557669,69.67395,560458,560458,0,LG
51,560530,557669,630.564,560458,560458,0,JC
44,560530,557669,142.0455,560458,560530,0,JR
46,560532,557669,126.45,560458,560458,0,KX
44,560530,557669,192.75195,560458,560530,0,JT
14,560458,557669,0.0,560458,560458,0,Kg
58,560458,557669,1766.3379,560521,560458,0,LM
46,560532,557669,758.7,560458,560458,0,Ji
50,560532,557669,379.35,560519,560458,0,Ln
52,560458,557669,84.3,560458,560458,0,H1
44,560530,557669,257.1993,560458,560458,0,Iz
55,560532,557669,7060.125,560458,560458,0,JL
5,560530,557669,0.0,560458,560458,0,KO
70,560458,557669,4791.0386,560458,560458,0,LB
43,560532,557669,109.59,560458,560532,0,IX
44,560530,557669,109.59,560458,560530,0,Jb
76,560458,557669,126.45,560458,560458,0,KV
45,560458,557669,663.3567,560458,560458,0,LE
67,560532,557669,820.239,560458,560458,0,JZ
64,560530,557669,1698.2235,560458,560458,0,H0
43,560532,557669,490.40683,560458,560458,0,Jg
82,560530,557669,67.44,560458,560530,0,Ie
45,560532,557669,1815.2319,560458,560458,0,KW
68,560532,557669,0.0,4634935,560458,0,LK
57,560530,557669,2094.0962,560458,560458,0,I7
45,560530,557669,27.819,560458,560458,0,Lf
50,560530,557669,126.45,560458,560458,0,Lc
51,560458,557669,4896.144,560458,560458,0,Iv
46,560532,557669,42.15,560458,560458,0,Jd
58,560458,557669,257.1993,560458,560458,0,Ku
76,560458,557669,0.0,560458,560458,0,IB
